,user_id,report_time,update_time,kwh,appliance_kwh
0,user_0,2024-04-15 00:00:00,2024-04-16 00:00:00,8.94,"0.0449,0.1379,0.0531,0.0515,0.0039"
1,user_1,2024-04-15 00:00:00,2024-04-16 00:00:00,6.52,"0.0,0.242666,0.404679,0.0,0.0"
2,user_2,2024-04-15 00:00:00,2024-04-16 00:00:00,15.77,"0.0,0.114378,0.0,0.023738,0.0"
3,user_3,2024-04-15 00:00:00,2024-04-16 00:00:00,6.99,"0.158347,0.239254,0.0,0.0,0.0"
4,user_4,2024-04-15 00:00:00,2024-04-16 00:00:00,6.21,"0.137637,0.267875,0.061361,0.0,0.001711"
5,user_5,2024-04-15 00:00:00,2024-04-16 00:00:00,12.93,"0.03502,0.233755,0.171074,0.11918,0.097122"
6,user_6,2024-04-15 00:00:00,2024-04-16 00:00:00,24.3,"0.0,0.0,0.292598,0.0,0.0"
7,user_7,2024-04-15 00:00:00,2024-04-16 00:00:00,10.56,"0.085635,0.0,0.228815,0.103161,0.0"
8,user_8,2024-04-15 00:00:00,2024-04-16 00:00:00,11.45,"0.034702,0.12447,0.097048,0.0,0.0"
9,user_9,2024-04-15 00:00:00,2024-04-16 00:00:00,10.03,"0.016556,0.0,0.0,0.0,0.0"
10,user_10,2024-04-15 00:00:00,2024-04-16 00:00:00,17.97,"0.0,0.0,0.0,0.0,0.0"
11,user_11,2024-04-15 00:00:00,2024-04-16 00:00:00,5.34,"0.011379,0.0,0.0,0.0,0.0"
12,user_12,2024-04-15 00:00:00,2024-04-16 00:00:00,6.68,"0.0579,0.1959,0.0651,0.0606,0.0091"
13,user_13,2024-04-15 00:00:00,2024-04-16 00:00:00,14.23,"0.0422,0.1301,0.0581,0.0504,0.0036"
14,user_14,2024-04-15 00:00:00,2024-04-16 00:00:00,8.25,"0.0,0.290609,0.015482,0.034181,0.0"
15,user_15,2024-04-15 00:00:00,2024-04-16 00:00:00,9.75,"0.087684,0.156469,0.249706,0.036298,0.029183"
16,user_16,2024-04-15 00:00:00,2024-04-16 00:00:00,19.84,"0.081474,0.108973,0.395188,0.03918,0.0"
17,user_17,2024-04-15 00:00:00,2024-04-16 00:00:00,8.23,"0.0,0.11497,0.0,0.0,0.0"
18,user_18,2024-04-15 00:00:00,2024-04-16 00:00:00,15.28,"0.001219,0.118505,0.0,0.0,0.010184"
19,user_19,2024-04-15 00:00:00,2024-04-16 00:00:00,8.56,"0.0,0.15106,0.000187,0.0,0.0"
20,user_20,2024-04-15 00:00:00,2024-04-16 00:00:00,2.45,"0.0,0.529041,0.065662,0.0,0.0"
21,user_21,2024-04-15 00:00:00,2024-04-16 00:00:00,16.1,"0.0,0.182858,0.011188,0.0,0.0"
22,user_22,2024-04-15 00:00:00,2024-04-16 00:00:00,7.43,"0.076287,0.0,0.0,0.044588,0.0"
23,user_23,2024-04-15 00:00:00,2024-04-16 00:00:00,10.48,"0.068299,0.152554,0.170673,0.249697,0.0"
24,user_24,2024-04-15 00:00:00,2024-04-16 00:00:00,9.49,"0.0,0.0,0.0,0.076797,0.027683"
25,user_25,2024-04-15 00:00:00,2024-04-16 00:00:00,6.73,"0.0592,0.1903,0.0447,0.0697,0.0075"
26,user_26,2024-04-15 00:00:00,2024-04-16 00:00:00,8.15,"0.034584,0.116567,0.195991,0.0,0.003049"
27,user_27,2024-04-15 00:00:00,2024-04-16 00:00:00,8.56,"0.04,0.1265,0.0582,0.0509,0.0035"
28,user_28,2024-04-15 00:00:00,2024-04-16 00:00:00,18.51,"0.0214,0.0826,0.1303,0.0295,0.0031"
29,user_29,2024-04-15 00:00:00,2024-04-16 00:00:00,14.1,"0.0,0.0,0.108945,0.0,0.0"
30,user_30,2024-04-15 00:00:00,2024-04-16 00:00:00,11.78,"0.0,0.143759,0.433531,0.075991,0.001552"
31,user_31,2024-04-15 00:00:00,2024-04-16 00:00:00,15.44,"0.033167,0.0,0.065336,0.0,0.074827"
32,user_32,2024-04-15 00:00:00,2024-04-16 00:00:00,11.36,"0.026,0.0951,0.0473,0.0361,0.0021"
33,user_33,2024-04-15 00:00:00,2024-04-16 00:00:00,15.05,"0.0275,0.0801,0.0519,0.0,0.001"
34,user_34,2024-04-15 00:00:00,2024-04-16 00:00:00,6.97,"0.062834,0.0,0.0,0.0,0.0"
35,user_35,2024-04-15 00:00:00,2024-04-16 00:00:00,2.63,"0.064531,0.0,0.034369,0.0,0.0"
36,user_36,2024-04-15 00:00:00,2024-04-16 00:00:00,8.63,"0.0,0.0,0.095205,0.041905,0.0"
37,user_37,2024-04-15 00:00:00,2024-04-16 00:00:00,8.67,"0.0,0.230323,0.0,0.101505,0.000647"
38,user_38,2024-04-15 00:00:00,2024-04-16 00:00:00,2.74,"0.01508,0.280722,0.0,0.0,0.0"
39,user_39,2024-04-15 00:00:00,2024-04-16 00:00:00,8.02,"0.0,0.117056,0.03601,0.130464,0.0"
40,user_40,2024-04-15 00:00:00,2024-04-16 00:00:00,6.32,"0.0486,0.205,0.0405,0.0565,0.0041"
41,user_41,2024-04-15 00:00:00,2024-04-16 00:00:00,19.59,"0.03343,0.0,0.0,0.0,0.001057"
42,user_42,2024-04-15 00:00:00,2024-04-16 00:00:00,14.38,"0.0454,0.1364,0.074,0.0507,0.0046"
43,user_43,2024-04-15 00:00:00,2024-04-16 00:00:00,10.89,"0.0423,0.1309,0.0572,0.0504,0.0036"
44,user_44,2024-04-15 00:00:00,2024-04-16 00:00:00,10.43,"0.023033,0.119871,0.0,0.133135,0.03147"
45,user_45,2024-04-15 00:00:00,2024-04-16 00:00:00,7.44,"0.099103,0.32808,0.039577,0.100791,0.010481"
46,user_46,2024-04-15 00:00:00,2024-04-16 00:00:00,5.47,"0.0,0.0,0.042027,0.0,0.0"
47,user_47,2024-04-15 00:00:00,2024-04-16 00:00:00,5.72,"0.0,0.0,0.0,0.0,0.0"
48,user_48,2024-04-15 00:00:00,2024-04-16 00:00:00,5.8,"0.0,0.163818,0.165964,0.045799,0.031115"
49,user_49,2024-04-15 00:00:00,2024-04-16 00:00:00,1.55,"0.0,0.0,0.0,0.0,0.0"
50,user_50,2024-04-15 00:00:00,2024-04-16 00:00:00,15.76,"0.0276,0.1004,0.072,0.0373,0.0031"
51,user_51,2024-04-15 00:00:00,2024-04-16 00:00:00,10.35,"0.082967,0.0,0.143264,0.0,0.0"
52,user_52,2024-04-15 00:00:00,2024-04-16 00:00:00,10.5,"0.0,0.138218,0.225165,0.0,0.003837"
53,user_53,2024-04-15 00:00:00,2024-04-16 00:00:00,9.56,"0.0,0.103014,0.310193,0.0,0.0"
54,user_54,2024-04-15 00:00:00,2024-04-16 00:00:00,9.46,"0.032861,0.138152,0.020291,0.0,0.0"
55,user_55,2024-04-15 00:00:00,2024-04-16 00:00:00,9.43,"0.007276,0.403212,0.054746,0.0,0.0"
56,user_56,2024-04-15 00:00:00,2024-04-16 00:00:00,7.81,"0.0519,0.1659,0.047,0.058,0.0059"
57,user_57,2024-04-15 00:00:00,2024-04-16 00:00:00,10.21,"0.0,0.147286,0.017747,0.045222,0.0"
58,user_58,2024-04-15 00:00:00,2024-04-16 00:00:00,10.67,"0.14326,0.139378,0.008923,0.053168,0.0"
59,user_59,2024-04-15 00:00:00,2024-04-16 00:00:00,5.62,"0.051623,0.0,0.0,0.254252,0.306028"
60,user_60,2024-04-15 00:00:00,2024-04-16 00:00:00,18.3,"0.026743,0.106006,0.0,0.0,0.0"
61,user_61,2024-04-15 00:00:00,2024-04-16 00:00:00,17.75,"0.009562,0.144778,0.009451,1.5e-05,0.002448"
62,user_62,2024-04-15 00:00:00,2024-04-16 00:00:00,5.84,"0.00602,0.171461,0.076777,0.049485,0.0"
63,user_63,2024-04-15 00:00:00,2024-04-16 00:00:00,19.47,"0.011069,0.0,0.064708,0.0,0.0"
64,user_64,2024-04-15 00:00:00,2024-04-16 00:00:00,13.97,"0.043476,0.159884,0.476341,0.19701,0.004508"
65,user_65,2024-04-15 00:00:00,2024-04-16 00:00:00,16.05,"0.0,0.060217,0.440757,0.0,0.0"
66,user_66,2024-04-15 00:00:00,2024-04-16 00:00:00,8.26,"0.001403,0.359492,0.103573,0.128363,0.010562"
67,user_67,2024-04-15 00:00:00,2024-04-16 00:00:00,25.96,"0.0,0.034606,0.0,0.022182,0.0"
68,user_68,2024-04-15 00:00:00,2024-04-16 00:00:00,4.01,"0.021168,0.29471,0.0,0.0,0.0"
69,user_69,2024-04-15 00:00:00,2024-04-16 00:00:00,10.34,"0.093157,0.101747,0.049682,0.071034,0.004045"
70,user_70,2024-04-15 00:00:00,2024-04-16 00:00:00,4.61,"0.0568,0.2699,0.0413,0.0568,0.0037"
71,user_71,2024-04-15 00:00:00,2024-04-16 00:00:00,11.73,"0.079975,0.103802,0.102596,0.0,0.0"
72,user_72,2024-04-15 00:00:00,2024-04-16 00:00:00,8.59,"0.0,0.0,0.060338,0.143466,0.0"
73,user_73,2024-04-15 00:00:00,2024-04-16 00:00:00,19.54,"0.027307,0.0,0.255274,0.026863,0.0"
74,user_74,2024-04-15 00:00:00,2024-04-16 00:00:00,6.39,"0.041395,0.311379,0.105416,0.03729,0.040633"
75,user_75,2024-04-15 00:00:00,2024-04-16 00:00:00,3.42,"0.0,0.023043,0.642565,0.0,0.012375"
76,user_76,2024-04-15 00:00:00,2024-04-16 00:00:00,12.65,"0.0,0.096039,0.0,0.074651,0.002866"
77,user_77,2024-04-15 00:00:00,2024-04-16 00:00:00,9.69,"0.0,0.128308,0.399634,0.0,0.024489"
78,user_78,2024-04-15 00:00:00,2024-04-16 00:00:00,11.97,"0.0,0.114923,0.048476,0.0,0.015476"
79,user_79,2024-04-15 00:00:00,2024-04-16 00:00:00,4.93,"0.019894,0.331539,0.0,0.0,0.011804"
80,user_80,2024-04-15 00:00:00,2024-04-16 00:00:00,2.1,"0.1285,0.4861,0.0229,0.0753,0.051"
81,user_81,2024-04-15 00:00:00,2024-04-16 00:00:00,7.27,"0.0579,0.1949,0.0457,0.0641,0.007"
82,user_82,2024-04-15 00:00:00,2024-04-16 00:00:00,15.57,"0.0331,0.1085,0.1064,0.0414,0.0043"
83,user_83,2024-04-15 00:00:00,2024-04-16 00:00:00,11.9,"0.02564,0.174241,0.347304,0.0,0.002128"
84,user_84,2024-04-15 00:00:00,2024-04-16 00:00:00,21.76,"0.0,0.0,0.224274,0.034197,0.000113"
85,user_85,2024-04-15 00:00:00,2024-04-16 00:00:00,15.37,"0.041675,0.0,0.040187,0.037778,0.089578"
86,user_86,2024-04-15 00:00:00,2024-04-16 00:00:00,9.78,"0.040329,0.0,0.0,0.025263,0.000909"
87,user_87,2024-04-15 00:00:00,2024-04-16 00:00:00,3.11,"0.0,0.0,0.0,0.0,0.0"
88,user_88,2024-04-15 00:00:00,2024-04-16 00:00:00,16.36,"0.0,0.0,0.302867,0.0,0.0"
89,user_89,2024-04-15 00:00:00,2024-04-16 00:00:00,6.95,"0.055893,0.170836,0.153826,0.0,0.0"
90,user_90,2024-04-15 00:00:00,2024-04-16 00:00:00,13.63,"0.0,0.09026,0.191087,0.0,0.0"
91,user_91,2024-04-15 00:00:00,2024-04-16 00:00:00,5.13,"0.024511,0.0,0.036691,0.036869,0.010995"
92,user_92,2024-04-15 00:00:00,2024-04-16 00:00:00,9.04,"0.027353,0.0,0.057317,0.09366,0.00157"
93,user_93,2024-04-15 00:00:00,2024-04-16 00:00:00,14.78,"0.0,0.166897,0.123095,0.063754,0.006291"
94,user_94,2024-04-15 00:00:00,2024-04-16 00:00:00,12.21,"0.08477,0.2419,0.03924,0.082797,0.000528"
95,user_95,2024-04-15 00:00:00,2024-04-16 00:00:00,5.07,"0.05984,0.0,0.054138,0.0,0.0"
96,user_96,2024-04-15 00:00:00,2024-04-16 00:00:00,12.03,"0.0,0.126741,0.15942,0.0,0.0"
97,user_97,2024-04-15 00:00:00,2024-04-16 00:00:00,14.66,"0.006906,0.231768,0.0,0.068638,0.0"
98,user_98,2024-04-15 00:00:00,2024-04-16 00:00:00,7.73,"0.0,0.13642,0.041152,0.045523,0.0"
99,user_99,2024-04-15 00:00:00,2024-04-16 00:00:00,4.14,"0.0,0.0,0.381295,0.0,0.0"
100,user_100,2024-04-15 00:00:00,2024-04-16 00:00:00,11.88,"0.0,0.0,0.0,0.0,0.0"
101,user_101,2024-04-15 00:00:00,2024-04-16 00:00:00,9.34,"0.070416,0.0,0.04724,0.0,0.011486"
102,user_102,2024-04-15 00:00:00,2024-04-16 00:00:00,5.86,"0.0462,0.2107,0.033,0.0641,0.0037"
103,user_103,2024-04-15 00:00:00,2024-04-16 00:00:00,15.34,"0.0347,0.1136,0.065,0.0458,0.0027"
104,user_104,2024-04-15 00:00:00,2024-04-16 00:00:00,10.28,"0.0494,0.1549,0.0577,0.0546,0.0046"
105,user_105,2024-04-15 00:00:00,2024-04-16 00:00:00,19.69,"0.00174,0.0,0.0,0.0,0.0"
106,user_106,2024-04-15 00:00:00,2024-04-16 00:00:00,6.89,"7.8e-05,0.0,0.082976,0.025296,0.0"
107,user_107,2024-04-15 00:00:00,2024-04-16 00:00:00,4.98,"0.0,0.191256,0.18748,0.17639,0.0"
108,user_108,2024-04-15 00:00:00,2024-04-16 00:00:00,18.89,"0.0,0.0,0.434256,0.0,0.0"
109,user_109,2024-04-15 00:00:00,2024-04-16 00:00:00,5.13,"0.004393,0.0,0.100644,0.0,0.0"
110,user_110,2024-04-15 00:00:00,2024-04-16 00:00:00,20.83,"0.055601,0.0,0.09657,0.037057,0.0"
111,user_111,2024-04-15 00:00:00,2024-04-16 00:00:00,10.54,"0.026014,0.147642,0.262087,0.135983,0.0"
112,user_112,2024-04-15 00:00:00,2024-04-16 00:00:00,13.8,"0.0,0.0,0.135982,0.0,0.094239"
113,user_113,2024-04-15 00:00:00,2024-04-16 00:00:00,19.16,"6.2e-05,0.184625,0.0,0.0,0.0"
114,user_114,2024-04-15 00:00:00,2024-04-16 00:00:00,2.8,"0.0933,0.2635,0.0579,0.0821,0.0173"
115,user_115,2024-04-15 00:00:00,2024-04-16 00:00:00,7.49,"0.088361,0.213133,0.042754,0.117687,0.0"
116,user_116,2024-04-15 00:00:00,2024-04-16 00:00:00,1.08,"0.1229,0.2754,0.067,0.0938,0.0439"
117,user_117,2024-04-15 00:00:00,2024-04-16 00:00:00,13.7,"0.0,0.129454,0.033618,0.0,0.0"
118,user_118,2024-04-15 00:00:00,2024-04-16 00:00:00,8.38,"0.00507,0.123324,0.099325,0.0,0.007603"
119,user_119,2024-04-15 00:00:00,2024-04-16 00:00:00,23.69,"0.0,0.0,0.278904,0.005524,0.0"
120,user_120,2024-04-15 00:00:00,2024-04-16 00:00:00,9.98,"0.0455,0.1317,0.0724,0.0486,0.0051"
121,user_121,2024-04-15 00:00:00,2024-04-16 00:00:00,12.79,"0.001645,0.112335,0.289595,0.003649,0.026484"
122,user_122,2024-04-15 00:00:00,2024-04-16 00:00:00,7.87,"0.0465,0.1486,0.0435,0.0614,0.0054"
123,user_123,2024-04-15 00:00:00,2024-04-16 00:00:00,21.65,"0.0,0.0,0.377829,0.0,0.0"
124,user_124,2024-04-15 00:00:00,2024-04-16 00:00:00,17.88,"0.10149,0.0,0.031065,0.033395,0.0"
125,user_125,2024-04-15 00:00:00,2024-04-16 00:00:00,6.62,"0.0552,0.1865,0.0463,0.0,0.0063"
126,user_126,2024-04-15 00:00:00,2024-04-16 00:00:00,13.33,"0.0,0.113783,0.483063,0.0,0.00822"
127,user_127,2024-04-15 00:00:00,2024-04-16 00:00:00,4.26,"0.0,0.19369,0.00148,0.0,0.0"
128,user_128,2024-04-15 00:00:00,2024-04-16 00:00:00,9.16,"0.02466,0.114478,0.039791,0.0,0.0"
129,user_129,2024-04-15 00:00:00,2024-04-16 00:00:00,5.62,"0.0,0.0,0.002355,0.0,0.0"
130,user_130,2024-04-15 00:00:00,2024-04-16 00:00:00,12.99,"0.0,0.0,0.637903,0.038856,0.105924"
131,user_131,2024-04-15 00:00:00,2024-04-16 00:00:00,9.33,"0.061352,0.167475,0.440698,0.0,0.0"
132,user_132,2024-04-15 00:00:00,2024-04-16 00:00:00,6.92,"0.0569,0.1663,0.0507,0.0753,0.0077"
133,user_133,2024-04-15 00:00:00,2024-04-16 00:00:00,6.36,"0.0,0.137521,0.234923,0.0,0.0"
134,user_134,2024-04-15 00:00:00,2024-04-16 00:00:00,8.17,"0.0,0.0,0.061307,0.0,0.0"
135,user_135,2024-04-15 00:00:00,2024-04-16 00:00:00,14.01,"0.0305,0.1063,0.0605,0.0,0.0023"
136,user_136,2024-04-15 00:00:00,2024-04-16 00:00:00,36.85,"0.008,0.0409,0.1665,0.0115,0.0008"
137,user_137,2024-04-15 00:00:00,2024-04-16 00:00:00,14.0,"0.0,0.0,0.154948,0.0,0.057495"
138,user_138,2024-04-15 00:00:00,2024-04-16 00:00:00,9.84,"0.11469,0.208057,0.239201,0.104463,0.001105"
139,user_139,2024-04-15 00:00:00,2024-04-16 00:00:00,11.37,"0.062583,0.0,0.220432,0.107954,0.021893"
140,user_140,2024-04-15 00:00:00,2024-04-16 00:00:00,7.56,"0.043216,0.188959,0.051542,0.0,0.0"
141,user_141,2024-04-15 00:00:00,2024-04-16 00:00:00,13.31,"0.068118,0.09562,0.22614,0.0,0.0"
142,user_142,2024-04-15 00:00:00,2024-04-16 00:00:00,6.76,"0.050273,0.243472,0.033214,0.0,0.004261"
143,user_143,2024-04-15 00:00:00,2024-04-16 00:00:00,8.72,"0.020394,0.0,0.497321,0.0,0.00899"
144,user_144,2024-04-15 00:00:00,2024-04-16 00:00:00,12.36,"0.036,0.1192,0.0552,0.0448,0.003"
145,user_145,2024-04-15 00:00:00,2024-04-16 00:00:00,18.18,"0.0,0.147317,0.00046,0.0,0.0"
146,user_146,2024-04-15 00:00:00,2024-04-16 00:00:00,12.91,"0.0449,0.1324,0.0772,0.0481,0.0051"
147,user_147,2024-04-15 00:00:00,2024-04-16 00:00:00,1.68,"0.415361,0.0,0.172829,0.0,0.0"
148,user_148,2024-04-15 00:00:00,2024-04-16 00:00:00,4.59,"0.225643,0.478888,0.022088,0.0,0.0"
149,user_149,2024-04-15 00:00:00,2024-04-16 00:00:00,23.65,"0.0146,0.0602,0.0956,0.0244,0.0013"
150,user_150,2024-04-15 00:00:00,2024-04-16 00:00:00,12.9,"0.0,0.0,0.081475,0.0,0.0"
151,user_151,2024-04-15 00:00:00,2024-04-16 00:00:00,7.13,"0.0,0.0,0.0379,0.0,0.0"
152,user_152,2024-04-15 00:00:00,2024-04-16 00:00:00,4.66,"0.0593,0.2677,0.0478,0.0552,0.005"
153,user_153,2024-04-15 00:00:00,2024-04-16 00:00:00,7.87,"0.0516,0.1684,0.0496,0.0565,0.0054"
154,user_154,2024-04-15 00:00:00,2024-04-16 00:00:00,16.86,"0.0357,0.1162,0.0742,0.0456,0.0034"
155,user_155,2024-04-15 00:00:00,2024-04-16 00:00:00,16.76,"0.111114,0.0,0.054596,0.0,0.0"
156,user_156,2024-04-15 00:00:00,2024-04-16 00:00:00,9.11,"0.0508,0.1669,0.0717,0.0515,0.0065"
157,user_157,2024-04-15 00:00:00,2024-04-16 00:00:00,13.23,"0.0269,0.1025,0.0998,0.0351,0.0051"
158,user_158,2024-04-15 00:00:00,2024-04-16 00:00:00,25.77,"0.0272,0.0969,0.0882,0.0393,0.0031"
159,user_159,2024-04-15 00:00:00,2024-04-16 00:00:00,1.98,"0.0,0.298851,0.486633,0.0,0.0"
160,user_160,2024-04-15 00:00:00,2024-04-16 00:00:00,21.52,"0.0188,0.0752,0.1131,0.0,0.0024"
161,user_161,2024-04-15 00:00:00,2024-04-16 00:00:00,15.63,"0.0265,0.0986,0.1051,0.0356,0.0046"
162,user_162,2024-04-15 00:00:00,2024-04-16 00:00:00,8.97,"0.0523,0.1662,0.049,0.0594,0.0059"
163,user_163,2024-04-15 00:00:00,2024-04-16 00:00:00,11.81,"0.0417,0.1276,0.0621,0.0503,0.0036"
164,user_164,2024-04-15 00:00:00,2024-04-16 00:00:00,12.78,"0.0,0.0,0.0,0.0,0.0"
165,user_165,2024-04-15 00:00:00,2024-04-16 00:00:00,3.83,"0.0701,0.2613,0.0631,0.0716,0.0106"
166,user_166,2024-04-15 00:00:00,2024-04-16 00:00:00,9.46,"0.0496,0.1566,0.0571,0.0547,0.0047"
167,user_167,2024-04-15 00:00:00,2024-04-16 00:00:00,16.68,"0.0344,0.1159,0.0768,0.0429,0.0039"
168,user_168,2024-04-15 00:00:00,2024-04-16 00:00:00,34.57,"0.0097,0.0469,0.198,0.0144,0.0026"
169,user_169,2024-04-15 00:00:00,2024-04-16 00:00:00,11.32,"0.048,0.1457,0.0565,0.0536,0.0043"
170,user_170,2024-04-15 00:00:00,2024-04-16 00:00:00,22.5,"0.0,0.0,0.046439,0.000277,0.032362"
171,user_171,2024-04-15 00:00:00,2024-04-16 00:00:00,2.7,"0.1274,0.3151,0.0483,0.0848,0.0622"
172,user_172,2024-04-15 00:00:00,2024-04-16 00:00:00,13.26,"0.0401,0.1263,0.0577,0.0487,0.0033"
173,user_173,2024-04-15 00:00:00,2024-04-16 00:00:00,3.56,"0.0753,0.2751,0.051,0.0,0.0078"
174,user_174,2024-04-15 00:00:00,2024-04-16 00:00:00,18.31,"0.0274,0.0974,0.0713,0.0396,0.002"
175,user_175,2024-04-15 00:00:00,2024-04-16 00:00:00,15.97,"0.0414,0.1274,0.0613,0.0501,0.0035"
176,user_176,2024-04-15 00:00:00,2024-04-16 00:00:00,5.49,"0.0549,0.2548,0.0393,0.0,0.0041"
177,user_177,2024-04-15 00:00:00,2024-04-16 00:00:00,5.86,"0.0518,0.2251,0.042,0.056,0.0041"
178,user_178,2024-04-15 00:00:00,2024-04-16 00:00:00,13.48,"0.0342,0.1127,0.0651,0.0455,0.0026"
179,user_179,2024-04-15 00:00:00,2024-04-16 00:00:00,13.69,"0.0,0.0938,0.0579,0.0372,0.0019"
180,user_180,2024-04-15 00:00:00,2024-04-16 00:00:00,8.34,"0.0526,0.1668,0.0483,0.0597,0.006"
181,user_181,2024-04-15 00:00:00,2024-04-16 00:00:00,4.71,"0.0599,0.2639,0.0541,0.059,0.0063"
182,user_182,2024-04-15 00:00:00,2024-04-16 00:00:00,12.63,"0.0259,0.0914,0.0614,0.037,0.0018"
183,user_183,2024-04-15 00:00:00,2024-04-16 00:00:00,6.18,"0.0,0.0,0.042031,0.0,0.0"
184,user_184,2024-04-15 00:00:00,2024-04-16 00:00:00,9.51,"0.0481,0.1459,0.0507,0.0557,0.0047"
185,user_185,2024-04-15 00:00:00,2024-04-16 00:00:00,20.76,"0.0187,0.0709,0.0917,0.0298,0.0012"
186,user_186,2024-04-15 00:00:00,2024-04-16 00:00:00,23.21,"0.0222,0.0847,0.1613,0.0302,0.0049"
187,user_187,2024-04-15 00:00:00,2024-04-16 00:00:00,7.99,"0.0564,0.2065,0.0479,0.0,0.0"
188,user_188,2024-04-15 00:00:00,2024-04-16 00:00:00,6.04,"0.07,0.2642,0.052,0.0696,0.0066"
189,user_189,2024-04-15 00:00:00,2024-04-16 00:00:00,14.24,"0.0286,0.1044,0.1143,0.0371,0.0053"
190,user_190,2024-04-15 00:00:00,2024-04-16 00:00:00,11.15,"0.0,0.1474,0.0565,0.0,0.0"
191,user_191,2024-04-15 00:00:00,2024-04-16 00:00:00,19.28,"0.025,0.0889,0.0,0.0,0.0016"
192,user_192,2024-04-15 00:00:00,2024-04-16 00:00:00,21.26,"0.0176,0.0594,0.0757,0.0299,0.0011"
193,user_193,2024-04-15 00:00:00,2024-04-16 00:00:00,17.25,"0.0332,0.1111,0.0637,0.0443,0.0025"
194,user_194,2024-04-15 00:00:00,2024-04-16 00:00:00,9.83,"0.0502,0.1467,0.0539,0.0607,0.0054"
195,user_195,2024-04-15 00:00:00,2024-04-16 00:00:00,10.51,"0.0444,0.1373,0.0521,0.0507,0.0039"
196,user_196,2024-04-15 00:00:00,2024-04-16 00:00:00,14.41,"0.0369,0.1206,0.0617,0.0455,0.0034"
197,user_197,2024-04-15 00:00:00,2024-04-16 00:00:00,4.04,"0.0,0.2632,0.0,0.0865,0.0276"
198,user_198,2024-04-15 00:00:00,2024-04-16 00:00:00,6.49,"0.056,0.2612,0.0392,0.0647,0.0043"
199,user_199,2024-04-15 00:00:00,2024-04-16 00:00:00,13.28,"0.0378,0.1222,0.057,0.0467,0.0031"
200,user_200,2024-04-15 00:00:00,2024-04-16 00:00:00,6.18,"0.0505,0.1952,0.0397,0.0,0.0047"
201,user_201,2024-04-15 00:00:00,2024-04-16 00:00:00,15.92,"0.0171,0.0727,0.0914,0.0259,0.0018"
202,user_202,2024-04-15 00:00:00,2024-04-16 00:00:00,16.09,"0.0234,0.0881,0.1585,0.0314,0.0049"
203,user_203,2024-04-15 00:00:00,2024-04-16 00:00:00,7.87,"0.0534,0.1605,0.0501,0.0645,0.0065"
204,user_204,2024-04-15 00:00:00,2024-04-16 00:00:00,7.54,"0.0456,0.1446,0.0593,0.0,0.005"
205,user_205,2024-04-15 00:00:00,2024-04-16 00:00:00,17.34,"0.0276,0.1001,0.1165,0.0368,0.0045"
206,user_206,2024-04-15 00:00:00,2024-04-16 00:00:00,2.33,"0.1298,0.324,0.0516,0.0816,0.0536"
207,user_207,2024-04-15 00:00:00,2024-04-16 00:00:00,6.28,"0.0516,0.2043,0.0424,0.0589,0.005"
208,user_208,2024-04-15 00:00:00,2024-04-16 00:00:00,9.72,"0.0496,0.1565,0.0556,0.0545,0.0046"
209,user_209,2024-04-15 00:00:00,2024-04-16 00:00:00,13.89,"0.0389,0.1209,0.0669,0.0485,0.0033"
210,user_210,2024-04-15 00:00:00,2024-04-16 00:00:00,8.21,"0.0425,0.1341,0.0505,0.0509,0.0039"
211,user_211,2024-04-15 00:00:00,2024-04-16 00:00:00,17.43,"0.0397,0.1217,0.069,0.0475,0.0037"
212,user_212,2024-04-15 00:00:00,2024-04-16 00:00:00,5.97,"0.0539,0.2224,0.0402,0.0,0.0051"
213,user_213,2024-04-15 00:00:00,2024-04-16 00:00:00,8.36,"0.0479,0.1467,0.0474,0.058,0.0051"
214,user_214,2024-04-15 00:00:00,2024-04-16 00:00:00,10.6,"0.0357,0.1205,0.0477,0.0437,0.003"
215,user_215,2024-04-15 00:00:00,2024-04-16 00:00:00,19.51,"0.025,0.0925,0.1497,0.0341,0.0053"
216,user_216,2024-04-15 00:00:00,2024-04-16 00:00:00,5.95,"0.0532,0.1705,0.0558,0.0599,0.0078"
217,user_217,2024-04-15 00:00:00,2024-04-16 00:00:00,5.55,"0.0549,0.2561,0.0394,0.0,0.004"
218,user_218,2024-04-15 00:00:00,2024-04-16 00:00:00,9.53,"0.0505,0.1522,0.0512,0.0588,0.0053"
219,user_219,2024-04-15 00:00:00,2024-04-16 00:00:00,6.69,"0.0593,0.1799,0.0446,0.077,0.008"
220,user_220,2024-04-15 00:00:00,2024-04-16 00:00:00,10.66,"0.0485,0.1488,0.0535,0.0,0.0044"
221,user_221,2024-04-15 00:00:00,2024-04-16 00:00:00,3.76,"0.0,0.2635,0.045,0.067,0.0052"
222,user_222,2024-04-15 00:00:00,2024-04-16 00:00:00,21.86,"0.0212,0.0807,0.0966,0.0307,0.0021"
223,user_223,2024-04-15 00:00:00,2024-04-16 00:00:00,22.96,"0.0265,0.0961,0.0783,0.0398,0.0021"
224,user_224,2024-04-15 00:00:00,2024-04-16 00:00:00,14.13,"0.0308,0.1063,0.0635,0.042,0.0023"
225,user_225,2024-04-15 00:00:00,2024-04-16 00:00:00,3.56,"0.0747,0.2543,0.054,0.0747,0.0087"
226,user_226,2024-04-15 00:00:00,2024-04-16 00:00:00,11.81,"0.0445,0.134,0.0612,0.0517,0.0039"
